MERZARIO;15;0;;0;0;0;0;0;0;0;0;0;
TAFURI;15;0;;0;0;0;0;0;0;0;0;0;
ZAPPALA';15;0;;0;0;0;0;0;0;0;0;0;
LASPINA;14;0;;0;0;0;0;0;0;0;0;0;
PARTELE;14;0;;0;0;0;0;0;0;0;0;0;
NERI;14;0;;0;0;0;0;0;0;0;0;0;
PASSONI;14;0;;0;0;0;0;0;0;0;0;0;
FINI;14;0;;0;0;0;0;0;0;0;0;0;
BECCARINI;14;0;;0;0;0;0;0;0;0;0;0;
LANDRIANI;14;0;;0;0;0;0;0;0;0;0;0;
TASCINI;14;0;;0;0;0;0;0;0;0;0;0;
FOSSALI;14;0;;0;0;0;0;0;0;0;0;0;
TUFANISCO;13;0;;0;0;0;0;0;0;0;0;0;
CENTAMORI;13;0;;0;0;0;0;0;0;0;0;0;
GISMONDI;13;0;;0;0;0;0;0;0;0;0;0;
OLIVETTI;13;0;;0;0;0;0;0;0;0;0;0;
VALERIANO;13;0;;0;0;0;0;0;0;0;0;0;
RIGOTTI;13;0;;0;0;0;0;0;0;0;0;0;
BARBARINI;13;0;;0;0;0;0;0;0;0;0;0;
GORETTA;13;0;;0;0;0;0;0;0;0;0;0;
RUBANO;13;0;;0;0;0;0;0;0;0;0;0;
SETTIMI;13;0;;0;0;0;0;0;0;0;0;0;
MORICO;12;0;;0;0;0;0;0;0;0;0;0;
SIANO;12;0;;0;0;0;0;0;0;0;0;0;
CATTANEO;12;0;;0;0;0;0;0;0;0;0;0;
GIANI;12;0;;0;0;0;0;0;0;0;0;0;
STUCCHI;12;0;;0;0;0;0;0;0;0;0;0;
TACCHI;12;0;;0;0;0;0;0;0;0;0;0;
TRAININI;12;0;;0;0;0;0;0;0;0;0;0;
NASCIMBENI;12;0;;0;0;0;0;0;0;0;0;0;
PEDRAZZINI;12;0;;0;0;0;0;0;0;0;0;0;
PAPPA;12;0;;0;0;0;0;0;0;0;0;0;
SIGNORI;11;0;;0;0;0;0;0;0;0;0;0;
PACCIANI;11;0;;0;0;0;0;0;0;0;0;0;
BRANDOARDI;11;0;;0;0;0;0;0;0;0;0;0;
MARTELLENGHI;11;0;;0;0;0;0;0;0;0;0;0;
LAPI;11;0;;0;0;0;0;0;0;0;0;0;
D'ANGELO;11;0;;0;0;0;0;0;0;0;0;0;
PARAZZOLI;11;0;;0;0;0;0;0;0;0;0;0;
SALADINO;11;0;;0;0;0;0;0;0;0;0;0;
MARCONATO;11;0;;0;0;0;0;0;0;0;0;0;
FACCIOLO;11;0;;0;0;0;0;0;0;0;0;0;
AGRIOLI;11;0;;0;0;0;0;0;0;0;0;0;
SECHI;11;0;;0;0;0;0;0;0;0;0;0;
CACIOPPINI;11;0;;0;0;0;0;0;0;0;0;0;
SCORNAIENCHI;11;0;;0;0;0;0;0;0;0;0;0;
CADRINGHER;11;0;;0;0;0;0;0;0;0;0;0;
VAIRETTI;11;0;;0;0;0;0;0;0;0;0;0;
FARINA;11;0;;0;0;0;0;0;0;0;0;0;
PAPA;10;0;;0;0;0;0;0;0;0;0;0;
TURI;10;0;;0;0;0;0;0;0;0;0;0;
ARMELLI;10;0;;0;0;0;0;0;0;0;0;0;
CAPIZZI;10;0;;0;0;0;0;0;0;0;0;0;
VERDERIO;10;0;;0;0;0;0;0;0;0;0;0;
GIACONI;10;0;;0;0;0;0;0;0;0;0;0;
CAGGEGGI;10;0;;0;0;0;0;0;0;0;0;0;
FULLA;10;0;;0;0;0;0;0;0;0;0;0;
TOVI;10;0;;0;0;0;0;0;0;0;0;0;
ZAVATTARO;10;0;;0;0;0;0;0;0;0;0;0;
ABATICOLA;10;0;;0;0;0;0;0;0;0;0;0;
ADINOLFI;10;0;;0;0;0;0;0;0;0;0;0;
PASCOLI;10;0;;0;0;0;0;0;0;0;0;0;
LELLIS;10;0;;0;0;0;0;0;0;0;0;0;
ZIBORDI;9;0;;0;0;0;0;0;0;0;0;0;
ZELMI;9;0;;0;0;0;0;0;0;0;0;0;
VANNINI;7;0;;0;0;0;0;0;0;0;0;0;
